team,conf,adjem,adjo,adjd,luck,Season,TeamID
milwaukee,Horz,2.69,104.8,102.1,0.11900000000000001,2011,1454
arizona st.,P10,2.68,104.0,101.3,-0.008,2011,1113
austin peay,OVC,2.66,103.6,100.9,-0.045,2011,1122
austin peay,OVC,2.66,103.6,100.9,-0.045,2011,1122
utah,MWC,2.61,103.6,101.0,0.033,2011,1428
furman,SC,2.44,105.3,102.9,0.06,2011,1202
idaho,WAC,2.25,104.7,102.4,0.015,2011,1225
oklahoma,B12,2.24,104.7,102.5,0.025,2011,1328
new mexico st.,WAC,2.2,105.5,103.3,-0.024,2011,1308
davidson,SC,2.17,105.6,103.4,-0.036000000000000004,2011,1172
pacific,BW,2.05,105.6,103.6,-0.061,2011,1334
san francisco,WCC,1.99,102.9,100.9,0.083,2011,1362
san francisco,WCC,1.99,102.9,100.9,0.083,2011,1362
ohio,MAC,1.91,107.4,105.5,-0.003,2011,1325
unc asheville,BSth,1.91,101.9,100.0,-0.011000000000000001,2011,1421
unc asheville,BSth,1.91,101.9,100.0,-0.011000000000000001,2011,1421
st. bonaventure,A10,1.85,106.6,104.7,0.028999999999999998,2011,1382
robert morris,NEC,1.83,103.2,101.4,0.013000000000000001,2011,1352
robert morris,NEC,1.83,103.2,101.4,0.013000000000000001,2011,1352
lipscomb,ASun,1.56,106.8,105.3,0.001,2011,1252
east carolina,CUSA,1.41,105.3,103.9,0.027999999999999997,2011,1187
east carolina,CUSA,1.41,105.3,103.9,0.027999999999999997,2011,1187
rice,CUSA,0.88,105.2,104.3,-0.062,2011,1349
jacksonville,ASun,0.82,98.8,98.0,0.032,2011,1239
central connecticut,NEC,0.75,100.8,100.1,-0.01,2011,1148
green bay,Horz,0.69,104.5,103.8,0.009000000000000001,2011,1453
green bay,Horz,0.69,104.5,103.8,0.009000000000000001,2011,1453
oregon st.,P10,0.45,102.8,102.3,-0.044000000000000004,2011,1333
nevada,WAC,0.44,104.3,103.9,-0.05,2011,1305
smu,CUSA,0.42,103.5,103.1,-0.019,2011,1374
north dakota st.,Sum,0.4,104.8,104.4,-0.133,2011,1295
hawaii,WAC,0.4,100.6,100.2,0.043,2011,1218
ball st.,MAC,0.03,103.4,103.3,0.027999999999999997,2011,1123
quinnipiac,NEC,0.0,104.4,104.4,0.004,2011,1346
western michigan,MAC,-0.12,104.0,104.1,0.043,2011,1444
western michigan,MAC,-0.12,104.0,104.1,0.043,2011,1444
cal poly,BW,-0.13,97.9,98.0,-0.001,2011,1142
cal poly,BW,-0.13,97.9,98.0,-0.001,2011,1142
evansville,MVC,-0.15,101.9,102.1,0.044000000000000004,2011,1191
weber st.,BSky,-0.21,104.1,104.4,0.01,2011,1451
boston university,AE,-0.5,103.4,103.9,0.045,2011,1131
boston university,AE,-0.5,103.4,103.9,0.045,2011,1131
tcu,MWC,-0.54,102.4,102.9,-0.075,2011,1395
la salle,A10,-0.61,106.7,107.3,0.009000000000000001,2011,1247
la salle,A10,-0.61,106.7,107.3,0.009000000000000001,2011,1247
american,Pat,-0.64,104.1,104.7,0.128,2011,1110
north texas,SB,-0.72,109.0,109.8,0.044000000000000004,2011,1317
north texas,SB,-0.72,109.0,109.8,0.044000000000000004,2011,1317
george washington,A10,-0.73,101.3,102.0,0.073,2011,1203
george washington,A10,-0.73,101.3,102.0,0.073,2011,1203
ipfw,Sum,-0.87,105.8,106.7,0.024,2011,1236
fresno st.,WAC,-0.97,101.9,102.9,-0.033,2011,1201
san jose st.,WAC,-1.2,105.1,106.3,0.054000000000000006,2011,1363
sam houston st.,Slnd,-1.29,103.1,104.4,-0.03,2011,1358
massachusetts,A10,-1.32,98.4,99.7,0.044000000000000004,2011,1269
loyola md,MAAC,-1.53,103.4,105.0,-0.025,2011,1259
loyola md,MAAC,-1.53,103.4,105.0,-0.025,2011,1259
yale,Ivy,-1.6,99.5,101.1,0.033,2011,1463
canisius,MAAC,-1.61,103.0,104.6,-0.031,2011,1145
western carolina,SC,-1.81,98.7,100.5,0.044000000000000004,2011,1441
western carolina,SC,-1.81,98.7,100.5,0.044000000000000004,2011,1441
penn,Ivy,-1.88,101.8,103.7,0.006999999999999999,2011,1335
florida atlantic,SB,-1.94,102.9,104.8,0.134,2011,1194
florida atlantic,SB,-1.94,102.9,104.8,0.134,2011,1194
saint joseph's,A10,-2.07,106.1,108.2,0.02,2011,1386
miami oh,MAC,-2.11,105.5,107.6,0.11900000000000001,2011,1275
miami oh,MAC,-2.11,105.5,107.6,0.11900000000000001,2011,1275
middle tennessee,SB,-2.19,98.5,100.7,-0.071,2011,1292
middle tennessee,SB,-2.19,98.5,100.7,-0.071,2011,1292
lehigh,Pat,-2.2,102.7,104.9,-0.028999999999999998,2011,1250
tulane,CUSA,-2.34,102.4,104.7,-0.125,2011,1408
cornell,Ivy,-2.42,105.2,107.6,-0.07,2011,1165
bradley,MVC,-2.45,101.3,103.7,-0.033,2011,1133
northeastern,CAA,-2.59,108.8,111.4,0.023,2011,1318
arkansas st.,SB,-2.73,100.9,103.6,0.002,2011,1117
delaware,CAA,-3.1,100.4,103.5,0.059000000000000004,2011,1174
depaul,BE,-3.28,103.1,106.4,-0.043,2011,1177
loyola marymount,WCC,-3.32,102.1,105.4,-0.1,2011,1258
loyola marymount,WCC,-3.32,102.1,105.4,-0.1,2011,1258
vmi,BSth,-3.34,110.6,113.9,-0.016,2011,1440
maine,AE,-3.46,104.8,108.2,-0.055999999999999994,2011,1263
drake,MVC,-3.5,101.4,104.9,-0.01,2011,1179
mercer,ASun,-3.67,101.1,104.8,-0.001,2011,1273
siena,MAAC,-3.77,99.1,102.9,-0.005,2011,1373
unc wilmington,CAA,-3.82,102.0,105.9,0.002,2011,1423
st. francis ny,NEC,-3.84,98.9,102.7,-0.016,2011,1383
mcneese st.,Slnd,-3.88,105.5,109.4,0.083,2011,1270
charlotte,A10,-4.04,101.5,105.5,-0.009000000000000001,2011,1150
hampton,MEAC,-4.21,94.4,98.7,0.10800000000000001,2011,1214
stephen f. austin,Slnd,-4.26,96.6,100.9,-0.039,2011,1372
tennessee tech,OVC,-4.36,100.9,105.2,0.057999999999999996,2011,1399
tennessee tech,OVC,-4.36,100.9,105.2,0.057999999999999996,2011,1399
charleston southern,BSth,-4.37,102.9,107.2,-0.06,2011,1149
charleston southern,BSth,-4.37,102.9,107.2,-0.06,2011,1149
appalachian st.,SC,-4.38,104.7,109.0,0.044000000000000004,2011,1111
southern illinois,MVC,-4.39,97.0,101.4,0.034,2011,1356
southern illinois,MVC,-4.39,97.0,101.4,0.034,2011,1356
columbia,Ivy,-4.5,101.3,105.8,0.038,2011,1162
arkansas little rock,SB,-4.53,101.1,105.6,0.032,2011,1114
arkansas little rock,SB,-4.53,101.1,105.6,0.032,2011,1114
western kentucky,SB,-4.57,100.5,105.1,0.019,2011,1443
western kentucky,SB,-4.57,100.5,105.1,0.019,2011,1443
georgia st.,CAA,-4.58,94.9,99.5,-0.031,2011,1209
uc irvine,BW,-4.62,102.6,107.2,-0.048,2011,1414
uc irvine,BW,-4.62,102.6,107.2,-0.048,2011,1414
denver,SB,-4.7,100.0,104.7,-0.055999999999999994,2011,1176
north florida,ASun,-4.79,99.7,104.5,0.087,2011,1316
north florida,ASun,-4.79,99.7,104.5,0.087,2011,1316
winthrop,BSth,-4.85,96.3,101.1,-0.04,2011,1457
houston,CUSA,-5.04,101.4,106.4,0.006,2011,1222
cal st. northridge,BW,-5.08,100.6,105.7,0.002,2011,1169
pepperdine,WCC,-5.09,104.6,109.7,0.006,2011,1337
lafayette,Pat,-5.21,103.0,108.2,-0.031,2011,1248
william & mary,CAA,-5.31,103.0,108.3,-0.055999999999999994,2011,1456
utsa,Slnd,-5.32,101.8,107.1,0.085,2011,1427
holy cross,Pat,-5.32,101.6,106.9,-0.15,2011,1221
holy cross,Pat,-5.32,101.6,106.9,-0.15,2011,1221
wyoming,MWC,-5.4,98.5,103.9,-0.055999999999999994,2011,1461
wagner,NEC,-5.41,100.4,105.9,0.027999999999999997,2011,1447
liberty,BSth,-5.52,97.6,103.1,0.087,2011,1251
lsu,SEC,-5.68,95.6,101.2,-0.055,2011,1261
stony brook,AE,-5.69,93.7,99.4,-0.037000000000000005,2011,1392
stony brook,AE,-5.69,93.7,99.4,-0.037000000000000005,2011,1392
auburn,SEC,-5.75,96.9,102.7,0.002,2011,1120
nicholls st.,Slnd,-5.82,97.2,103.0,-0.051,2011,1311
louisiana lafayette,SB,-6.0,98.7,104.7,0.031,2011,1418
illinois st.,MVC,-6.01,96.4,102.5,-0.008,2011,1229
brown,Ivy,-6.48,102.9,109.4,-0.027999999999999997,2011,1135
eastern kentucky,OVC,-6.56,102.3,108.9,-0.026000000000000002,2011,1184
eastern kentucky,OVC,-6.56,102.3,108.9,-0.026000000000000002,2011,1184
elon,SC,-6.6,104.3,110.9,-0.015,2011,1189
tennessee st.,OVC,-6.71,102.1,108.8,0.022000000000000002,2011,1398
bowling green,MAC,-6.76,97.8,104.5,0.018000000000000002,2011,1132
bowling green,MAC,-6.76,97.8,104.5,0.018000000000000002,2011,1132
albany,AE,-6.86,101.7,108.6,0.025,2011,1107
lamar,Slnd,-6.91,100.3,107.2,-0.126,2011,1249
louisiana tech,WAC,-7.06,95.6,102.7,-0.006,2011,1256
louisiana tech,WAC,-7.06,95.6,102.7,-0.006,2011,1256
uc davis,BW,-7.08,102.8,109.9,-0.094,2011,1413
uc davis,BW,-7.08,102.8,109.9,-0.094,2011,1413
morgan st.,MEAC,-7.3,94.8,102.1,0.042,2011,1288
campbell,ASun,-7.71,97.8,105.5,-0.06,2011,1144
mount st. mary's,NEC,-7.75,94.9,102.6,-0.019,2011,1291
montana st.,BSky,-7.8,100.2,108.0,0.005,2011,1286
texas st.,Slnd,-7.96,100.3,108.3,0.036000000000000004,2011,1402
youngstown st.,Horz,-7.96,100.0,108.0,-0.023,2011,1464
presbyterian,BSth,-7.99,101.5,109.5,0.047,2011,1342
illinois chicago,Horz,-7.99,96.5,104.5,-0.040999999999999995,2011,1227
utah valley,GWC,-8.02,100.8,108.8,0.011000000000000001,2011,1430
utah valley,GWC,-8.02,100.8,108.8,0.011000000000000001,2011,1430
ut arlington,Slnd,-8.13,96.7,104.8,-0.07200000000000001,2011,1426
ut arlington,Slnd,-8.13,96.7,104.8,-0.07200000000000001,2011,1426
southeastern louisiana,Slnd,-8.49,98.8,107.3,0.066,2011,1368
southeastern louisiana,Slnd,-8.49,98.8,107.3,0.066,2011,1368
cal st. fullerton,BW,-8.53,104.8,113.3,0.018000000000000002,2011,1168
wake forest,ACC,-8.64,100.4,109.0,0.009000000000000001,2011,1448
wake forest,ACC,-8.64,100.4,109.0,0.009000000000000001,2011,1448
southern utah,Sum,-8.93,100.6,109.5,-0.013000000000000001,2011,1381
southern utah,Sum,-8.93,100.6,109.5,-0.013000000000000001,2011,1381
northwestern st.,Slnd,-8.98,101.1,110.1,0.10099999999999999,2011,1322
eastern washington,BSky,-9.04,99.1,108.1,-0.031,2011,1186
eastern washington,BSky,-9.04,99.1,108.1,-0.031,2011,1186
savannah st.,ind,-9.14,91.1,100.3,0.03,2011,1366
sacred heart,NEC,-9.35,99.2,108.6,-0.013000000000000001,2011,1357
sacred heart,NEC,-9.35,99.2,108.6,-0.013000000000000001,2011,1357
uc riverside,BW,-9.36,97.8,107.2,0.062,2011,1415
uc riverside,BW,-9.36,97.8,107.2,0.062,2011,1415
chattanooga,SC,-9.36,99.1,108.5,0.135,2011,1151
portland st.,BSky,-9.51,104.2,113.7,0.064,2011,1340
coppin st.,MEAC,-9.6,98.5,108.0,0.023,2011,1164
seattle,ind,-9.7,92.9,102.6,0.047,2011,1370
gardner webb,BSth,-9.79,95.2,105.0,-0.016,2011,1205
gardner webb,BSth,-9.79,95.2,105.0,-0.016,2011,1205
umkc,Sum,-9.79,101.9,111.6,0.114,2011,1282
navy,Pat,-9.84,93.2,103.0,-0.039,2011,1298
central michigan,MAC,-10.04,92.0,102.0,-0.006,2011,1141
central michigan,MAC,-10.04,92.0,102.0,-0.006,2011,1141
northern illinois,MAC,-10.09,99.1,109.2,-0.03,2011,1296
northern illinois,MAC,-10.09,99.1,109.2,-0.03,2011,1296
troy,SB,-10.19,97.8,108.0,-0.038,2011,1407
texas southern,SWAC,-10.37,93.2,103.5,0.13699999999999998,2011,1411
texas southern,SWAC,-10.37,93.2,103.5,0.13699999999999998,2011,1411
jackson st.,SWAC,-10.49,95.7,106.1,-0.002,2011,1238
towson,CAA,-10.51,105.8,116.3,-0.069,2011,1406
army,Pat,-10.54,99.5,110.0,-0.03,2011,1119
st. francis pa,NEC,-10.57,99.6,110.1,-0.016,2011,1384
monmouth,NEC,-10.57,94.5,105.1,-0.027999999999999997,2011,1284
the citadel,SC,-10.61,100.9,111.6,-0.055,2011,1154
the citadel,SC,-10.61,100.9,111.6,-0.055,2011,1154
eastern michigan,MAC,-10.75,89.5,100.3,-0.107,2011,1185
eastern michigan,MAC,-10.75,89.5,100.3,-0.107,2011,1185
unc greensboro,SC,-10.86,99.6,110.4,-0.031,2011,1422
florida gulf coast,ASun,-11.11,94.7,105.8,-0.001,2011,1195
florida gulf coast,ASun,-11.11,94.7,105.8,-0.001,2011,1195
fiu,SB,-11.24,100.6,111.9,-0.013000000000000001,2011,1198
new hampshire,AE,-11.39,91.2,102.6,0.03,2011,1306
new hampshire,AE,-11.39,91.2,102.6,0.03,2011,1306
south dakota,GWC,-11.46,100.1,111.5,-0.031,2011,1377
south dakota,GWC,-11.46,100.1,111.5,-0.031,2011,1377
hartford,AE,-11.68,92.8,104.5,-0.011000000000000001,2011,1216
fordham,A10,-11.72,98.0,109.8,0.013000000000000001,2011,1200
bethune cookman,MEAC,-12.02,100.0,112.1,0.14800000000000002,2011,1126
jacksonville st.,OVC,-12.2,95.9,108.1,-0.078,2011,1240
north carolina a&t,MEAC,-12.29,99.1,111.4,0.048,2011,1299
san diego,WCC,-12.3,92.9,105.2,-0.028999999999999998,2011,1360
san diego,WCC,-12.3,92.9,105.2,-0.028999999999999998,2011,1360
south alabama,SB,-12.45,99.8,112.2,0.040999999999999995,2011,1375
south alabama,SB,-12.45,99.8,112.2,0.040999999999999995,2011,1375
southeast missouri st.,OVC,-12.51,97.8,110.3,-0.02,2011,1369
tennessee martin,OVC,-12.6,97.5,110.1,-0.002,2011,1404
norfolk st.,MEAC,-12.65,97.1,109.8,-0.009000000000000001,2011,1313
north dakota,GWC,-12.82,92.7,105.5,0.094,2011,1315
north dakota,GWC,-12.82,92.7,105.5,0.094,2011,1315
stetson,ASun,-12.94,96.8,109.7,0.006999999999999999,2011,1391
niagara,MAAC,-13.02,92.2,105.2,0.021,2011,1310
idaho st.,BSky,-13.06,98.4,111.4,-0.002,2011,1226
alabama st.,SWAC,-13.19,92.8,106.0,0.032,2011,1106
eastern illinois,OVC,-13.32,93.1,106.4,-0.016,2011,1183
eastern illinois,OVC,-13.32,93.1,106.4,-0.016,2011,1183
bryant,NEC,-13.81,100.5,114.3,0.033,2011,1136
delaware st.,MEAC,-13.99,99.1,113.1,-0.063,2011,1175
cal st. bakersfield,ind,-14.32,97.1,111.4,0.038,2011,1167
high point,BSth,-14.43,94.5,109.0,0.084,2011,1219
high point,BSth,-14.43,94.5,109.0,0.084,2011,1219
mississippi valley st.,SWAC,-14.44,93.8,108.3,0.036000000000000004,2011,1290
njit,GWC,-14.44,92.9,107.3,0.017,2011,1312
samford,SC,-14.5,96.4,110.9,0.075,2011,1359
manhattan,MAAC,-14.69,96.4,111.1,0.026000000000000002,2011,1264
north carolina central,ind,-15.03,96.0,111.0,0.08800000000000001,2011,1300
north carolina central,ind,-15.03,96.0,111.0,0.08800000000000001,2011,1300
colgate,Pat,-15.36,97.2,112.5,-0.028999999999999998,2011,1159
binghamton,AE,-15.89,97.7,113.6,-0.04,2011,1127
texas a&m corpus chris,Slnd,-16.12,92.9,109.1,0.043,2011,1394
kennesaw st.,ASun,-16.36,98.5,114.9,-0.0,2011,1244
longwood,ind,-16.42,102.2,118.6,0.027000000000000003,2011,1255
usc upstate,ASun,-16.44,92.6,109.1,0.016,2011,1367
usc upstate,ASun,-16.44,92.6,109.1,0.016,2011,1367
sacramento st.,BSky,-16.49,93.5,109.9,-0.027999999999999997,2011,1170
dartmouth,Ivy,-16.61,90.8,107.4,-0.013999999999999999,2011,1171
marist,MAAC,-16.63,94.8,111.4,0.008,2011,1265
alabama a&m,SWAC,-16.65,87.0,103.7,-0.001,2011,1105
fairleigh dickinson,NEC,-16.66,93.2,109.8,-0.025,2011,1192
fairleigh dickinson,NEC,-16.66,93.2,109.8,-0.025,2011,1192
florida a&m,MEAC,-18.59,88.5,107.1,0.006,2011,1197
louisiana monroe,SB,-18.99,94.5,113.5,-0.023,2011,1419
south carolina st.,MEAC,-19.21,91.7,110.9,-0.05,2011,1354
georgia southern,SC,-19.33,89.7,109.0,-0.064,2011,1204
georgia southern,SC,-19.33,89.7,109.0,-0.064,2011,1204
grambling st.,SWAC,-19.64,87.4,107.0,0.045,2011,1212
western illinois,Sum,-20.01,87.6,107.6,0.003,2011,1442
western illinois,Sum,-20.01,87.6,107.6,0.003,2011,1442
radford,BSth,-20.27,86.7,107.0,0.008,2011,1347
toledo,MAC,-20.65,91.9,112.6,-0.037000000000000005,2011,1405
texas pan american,GWC,-20.94,94.1,115.0,-0.075,2011,1410
texas pan american,GWC,-20.94,94.1,115.0,-0.075,2011,1410
prairie view a&m,SWAC,-21.68,86.0,107.7,-0.025,2011,1341
maryland eastern shore,MEAC,-22.02,92.1,114.1,0.027000000000000003,2011,1271
maryland eastern shore,MEAC,-22.02,92.1,114.1,0.027000000000000003,2011,1271
central arkansas,Slnd,-22.05,90.5,112.6,-0.071,2011,1146
central arkansas,Slnd,-22.05,90.5,112.6,-0.071,2011,1146
houston baptist,GWC,-22.15,91.2,113.3,0.019,2011,1223
houston baptist,GWC,-22.15,91.2,113.3,0.019,2011,1223
arkansas pine bluff,SWAC,-22.25,88.9,111.2,0.005,2011,1115
arkansas pine bluff,SWAC,-22.25,88.9,111.2,0.005,2011,1115
umbc,AE,-22.38,96.0,118.3,0.026000000000000002,2011,1420
howard,MEAC,-24.24,87.9,112.2,0.024,2011,1224
alcorn st.,SWAC,-25.27,86.2,111.5,-0.019,2011,1108
siu edwardsville,ind,-26.31,86.9,113.2,0.054000000000000006,2011,1188
siu edwardsville,ind,-26.31,86.9,113.2,0.054000000000000006,2011,1188
chicago st.,GWC,-28.6,89.8,118.4,-0.005,2011,1152
centenary,Sum,-29.25,84.0,113.2,-0.021,2011,1147
southern,SWAC,-30.44,82.3,112.7,-0.036000000000000004,2011,1380
duke,ACC,33.29,121.0,87.7,0.009000000000000001,2010,1181
kansas,B12,31.85,120.4,88.5,0.038,2010,1242
syracuse,BE,27.62,118.5,90.9,-0.008,2010,1393
kentucky,SEC,26.54,114.9,88.3,0.06,2010,1246
west virginia,BE,25.54,117.2,91.7,0.057,2010,1452
west virginia,BE,25.54,117.2,91.7,0.057,2010,1452
kansas st.,B12,25.52,116.1,90.6,-0.008,2010,1243
ohio st.,B10,24.99,117.5,92.5,0.006999999999999999,2010,1326
baylor,B12,24.95,119.2,94.3,-0.021,2010,1124
wisconsin,B10,23.56,115.2,91.6,-0.013000000000000001,2010,1458
byu,MWC,23.27,117.3,94.0,0.012,2010,1140
georgetown,BE,22.64,116.8,94.2,-0.035,2010,1207
butler,Horz,22.45,111.0,88.5,0.032,2010,1139
maryland,ACC,22.37,118.3,95.9,-0.023,2010,1268
california,P10,22.15,119.6,97.4,-0.043,2010,1143
purdue,B10,22.05,109.8,87.7,0.07,2010,1345
texas a&m,B12,21.33,112.6,91.2,-0.005,2010,1401
villanova,BE,21.24,117.2,96.0,0.025,2010,1437
xavier,A10,20.87,115.5,94.6,0.01,2010,1462
texas,B12,20.75,113.9,93.1,-0.013999999999999999,2010,1400
michigan st.,B10,20.13,112.8,92.7,0.027000000000000003,2010,1277
temple,A10,20.12,107.8,87.7,0.076,2010,1396
missouri,B12,19.99,111.5,91.5,-0.035,2010,1281
utah st.,WAC,19.9,116.0,96.1,-0.026000000000000002,2010,1429
marquette,BE,19.65,115.1,95.5,-0.064,2010,1266
clemson,ACC,19.28,110.9,91.6,-0.040999999999999995,2010,1155
dayton,A10,18.92,108.1,89.1,-0.09699999999999999,2010,1173
northern iowa,MVC,18.87,109.6,90.8,0.034,2010,1320
northern iowa,MVC,18.87,109.6,90.8,0.034,2010,1320
pittsburgh,BE,18.66,111.4,92.8,0.040999999999999995,2010,1338
saint mary's,WCC,18.59,116.5,97.9,0.038,2010,1388
tennessee,SEC,18.5,108.9,90.4,0.08199999999999999,2010,1397
georgia tech,ACC,18.22,109.2,91.0,-0.034,2010,1210
georgia tech,ACC,18.22,109.2,91.0,-0.034,2010,1210
washington,P10,18.19,111.7,93.6,0.028999999999999998,2010,1449
florida st.,ACC,18.02,105.0,87.0,0.009000000000000001,2010,1199
minnesota,B10,17.97,112.0,94.1,-0.055,2010,1278
notre dame,BE,17.71,119.4,101.7,-0.068,2010,1323
notre dame,BE,17.71,119.4,101.7,-0.068,2010,1323
vanderbilt,SEC,17.54,113.7,96.2,0.019,2010,1435
old dominion,CAA,17.51,107.8,90.3,0.009000000000000001,2010,1330
old dominion,CAA,17.51,107.8,90.3,0.009000000000000001,2010,1330
louisville,BE,16.91,114.5,97.6,-0.038,2010,1257
oklahoma st.,B12,16.72,112.2,95.4,0.011000000000000001,2010,1329
san diego st.,MWC,16.58,111.4,94.9,0.006,2010,1361
unlv,MWC,16.56,110.6,94.0,-0.013000000000000001,2010,1424
utep,CUSA,16.53,107.7,91.2,0.024,2010,1431
new mexico,MWC,16.18,113.6,97.4,0.096,2010,1307
new mexico,MWC,16.18,113.6,97.4,0.096,2010,1307
gonzaga,WCC,16.14,112.3,96.1,0.079,2010,1211
mississippi st.,SEC,15.98,109.7,93.7,-0.049,2010,1280
cornell,Ivy,15.92,117.4,101.5,0.068,2010,1165
virginia tech,ACC,15.86,108.3,92.4,0.034,2010,1439
virginia tech,ACC,15.86,108.3,92.4,0.034,2010,1439
mississippi,SEC,15.77,112.9,97.2,-0.034,2010,1279
memphis,CUSA,15.24,115.3,100.1,-0.038,2010,1272
florida,SEC,15.23,113.0,97.8,-0.061,2010,1196
connecticut,BE,15.19,107.7,92.5,-0.078,2010,1163
arizona st.,P10,15.18,110.0,94.8,-0.013000000000000001,2010,1113
murray st.,OVC,15.06,109.0,94.0,-0.011000000000000001,2010,1293
richmond,A10,15.01,108.8,93.8,0.047,2010,1350
miami fl,ACC,14.79,112.2,97.4,-0.069,2010,1274
miami fl,ACC,14.79,112.2,97.4,-0.069,2010,1274
vcu,CAA,14.39,113.2,98.8,-0.016,2010,1433
illinois,B10,14.38,109.2,94.8,-0.028999999999999998,2010,1228
wake forest,ACC,14.12,107.1,93.0,0.067,2010,1448
wake forest,ACC,14.12,107.1,93.0,0.067,2010,1448
siena,MAAC,13.86,109.4,95.5,0.027000000000000003,2010,1373
rhode island,A10,13.54,112.6,99.1,0.033,2010,1348
rhode island,A10,13.54,112.6,99.1,0.033,2010,1348
north carolina,ACC,13.39,107.4,94.0,-0.013000000000000001,2010,1314
north carolina,ACC,13.39,107.4,94.0,-0.013000000000000001,2010,1314
uab,CUSA,12.73,104.6,91.8,0.017,2010,1412
alabama,SEC,12.55,107.9,95.3,-0.099,2010,1104
wichita st.,MVC,12.26,108.9,96.6,0.002,2010,1455
wright st.,Horz,12.1,108.6,96.5,-0.047,2010,1460
seton hall,BE,12.05,112.7,100.7,-0.009000000000000001,2010,1371
seton hall,BE,12.05,112.7,100.7,-0.009000000000000001,2010,1371
st. john's,BE,11.97,106.5,94.5,-0.032,2010,1385
cincinnati,BE,11.92,106.3,94.4,-0.013000000000000001,2010,1153
north carolina st.,ACC,11.49,106.1,94.6,-0.006999999999999999,2010,1301
michigan,B10,11.48,107.4,95.9,-0.079,2010,1276
northeastern,CAA,11.32,106.5,95.2,-0.057,2010,1318
texas tech,B12,11.14,108.8,97.6,0.026000000000000002,2010,1403
texas tech,B12,11.14,108.8,97.6,0.026000000000000002,2010,1403
iowa st.,B12,11.09,107.2,96.1,-0.081,2010,1235
boston college,ACC,10.87,110.7,99.8,-0.086,2010,1130
boston college,ACC,10.87,110.7,99.8,-0.086,2010,1130
missouri st.,MVC,10.85,111.8,100.9,-0.05,2010,1283
virginia,ACC,10.76,108.0,97.2,-0.067,2010,1438
usc,P10,10.63,96.7,86.1,-0.043,2010,1425
south florida,BE,10.52,107.8,97.3,0.061,2010,1378
south florida,BE,10.52,107.8,97.3,0.061,2010,1378
portland,WCC,10.28,110.6,100.4,0.02,2010,1339
nevada,WAC,10.2,112.8,102.6,-0.03,2010,1305
marshall,CUSA,10.18,110.1,99.9,0.022000000000000002,2010,1267
wofford,SC,10.12,104.6,94.4,-0.023,2010,1459
tulsa,CUSA,9.87,107.6,97.7,0.023,2010,1409
northwestern,B10,9.77,113.0,103.2,0.002,2010,1321
south carolina,SEC,9.06,106.5,97.4,-0.037000000000000005,2010,1376
south carolina,SEC,9.06,106.5,97.4,-0.037000000000000005,2010,1376
kent st.,MAC,8.84,106.6,97.8,0.071,2010,1245
arizona,P10,8.83,108.4,99.5,0.027000000000000003,2010,1112
houston,CUSA,8.79,112.0,103.2,-0.083,2010,1222
illinois st.,MVC,8.77,107.5,98.7,0.023,2010,1229
providence,BE,8.7,116.0,107.3,-0.111,2010,1344
georgia,SEC,8.68,109.8,101.1,-0.021,2010,1208
colorado,B12,8.63,113.1,104.5,-0.036000000000000004,2010,1160
nebraska,B12,8.28,107.0,98.7,-0.067,2010,1304
ohio,MAC,8.25,107.3,99.0,-0.068,2010,1325
montana,BSky,8.08,106.5,98.4,-0.042,2010,1285
charlotte,A10,7.91,108.7,100.8,0.068,2010,1150
pacific,BW,7.84,106.2,98.3,0.011000000000000001,2010,1334
saint louis,A10,7.72,100.1,92.4,0.039,2010,1387
saint louis,A10,7.72,100.1,92.4,0.039,2010,1387
southern miss,CUSA,7.6,103.7,96.1,-0.051,2010,1379
southern miss,CUSA,7.6,103.7,96.1,-0.051,2010,1379
sam houston st.,Slnd,7.42,110.2,102.7,0.052000000000000005,2010,1358
penn st.,B10,7.04,107.9,100.8,-0.14,2010,1336
morehead st.,OVC,7.0,105.1,98.1,-0.017,2010,1287
auburn,SEC,6.98,109.9,102.9,-0.075,2010,1120
oklahoma,B12,6.98,110.2,103.2,-0.037000000000000005,2010,1328
weber st.,BSky,6.96,109.2,102.2,-0.013000000000000001,2010,1451
stanford,P10,6.75,106.5,99.7,-0.047,2010,1390
william & mary,CAA,6.58,110.0,103.4,0.11599999999999999,2010,1456
iupui,Sum,6.34,108.5,102.2,0.013999999999999999,2010,1237
appalachian st.,SC,6.18,110.1,104.0,0.012,2010,1111
iona,MAAC,6.11,100.1,94.0,0.04,2010,1233
harvard,Ivy,6.06,107.5,101.4,0.051,2010,1217
new mexico st.,WAC,6.03,111.6,105.5,0.122,2010,1308
louisiana tech,WAC,5.99,105.4,99.4,0.109,2010,1256
louisiana tech,WAC,5.99,105.4,99.4,0.109,2010,1256
bradley,MVC,5.69,106.3,100.6,0.016,2010,1133
washington st.,P10,5.67,108.2,102.5,-0.021,2010,1450
creighton,MVC,5.56,107.8,102.2,-0.013999999999999999,2010,1166
ucla,P10,5.48,106.4,100.9,-0.016,2010,1417
fairfield,MAAC,5.36,106.7,101.3,0.045,2010,1193
arkansas,SEC,5.3,105.9,100.6,-0.075,2010,1116
princeton,Ivy,5.29,98.6,93.3,0.008,2010,1343
akron,MAC,5.2,105.3,100.1,0.047,2010,1103
george washington,A10,5.15,103.4,98.3,-0.044000000000000004,2010,1203
george washington,A10,5.15,103.4,98.3,-0.044000000000000004,2010,1203
